productid,productName,subCategory,size,finalPrice,image_url,comb,available
1970,Natures Papaya Facewash,Face Wash,65 ml,65,http://143.110.186.55:8080/vf-api/android/productImage/papaya face wash/jpg,natures papaya facewash face wash,yes
1971,Savlon Moisture Shield,Hand Wash ,750 ml,99,http://143.110.186.55:8080/vf-api/android/productImage/Savlon Hand Wash/jpg,savlon moisture shield hand wash ,yes
1972,Savlon Herbal Sensitive ,Hand Wash ,750 ml,99,http://143.110.186.55:8080/vf-api/android/productImage/Savlon Harbal Sensetive/jpg,savlon herbal sensitive  hand wash ,yes
1973,Savlon Deep  Clean ,Hand Wash ,725 ml,99,http://143.110.186.55:8080/vf-api/android/productImage/Savlon Deep Clean/jpeg,savlon deep  clean  hand wash ,yes
1974,Dettol Combo Pack,Hand Wash ,200 ml,90,http://143.110.186.55:8080/vf-api/android/productImage/Dettol Combo Pack/jpg,dettol combo pack hand wash ,yes
1975,Santoor Gentle Hand Wash ,Hand Wash ,180 ml,57,http://143.110.186.55:8080/vf-api/android/productImage/Santoor Hand Wash/jpeg,santoor gentle hand wash  hand wash ,yes
1976,Lifebuoy Combo Pack,Hand Wash ,750 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Lifebuoy Hand Wash/jpg,lifebuoy combo pack hand wash ,yes
1977,Park Avenue Good Morning,Deo,150 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Park Avenue Good Morning/jpg,park avenue good morning deo,yes
1978,Park Avenue Alpha,Deo,150 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Park Avenue Alpha/jpeg,park avenue alpha deo,yes
1979,Park Avenue Cool Blue,Deo,150 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Park Avenue Cool Blue/jpg,park avenue cool blue deo,yes
1980,Park Avenue Storm,Deo,150 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Park Avenue Storm/jpg,park avenue storm deo,yes
1981,Set Wet Miscief Avatar ,Deo,150 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Set Wet Miscief Avatar/jpg,set wet miscief avatar  deo,yes
1982,Set Wet Allure Avatar,Deo,150 gm,199,http://143.110.186.55:8080/vf-api/android/productImage/Set Wet Allure Avatar/jpg,set wet allure avatar deo,yes
1983,Nivea Men ,Deo,150 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Nivea Men/jpg,nivea men  deo,yes
1984,Fogg Monarch,Deo,120 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Fogg Monarch/jpg,fogg monarch deo,yes
1985,Fogg Napoleon,Deo,120 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Fogg Napoleon/jpg,fogg napoleon deo,yes
1986,Fogg Marco,Deo,120 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Fogg Macro/jpg,fogg marco deo,yes
1987,Axe Signature ,Deo,122 ml,210,http://143.110.186.55:8080/vf-api/android/productImage/Axe Signature/jpg,axe signature  deo,yes
1988,Garnier Natural Brown ,Mehandi,1 pkt,39,http://143.110.186.55:8080/vf-api/android/productImage/Garnier Natural Brown/jpg,garnier natural brown  mehandi,yes
1989,Garnier Brown Black,Mehandi,1 pkt,39,http://143.110.186.55:8080/vf-api/android/productImage/Garnier Brown Black/jpg,garnier brown black mehandi,yes
1990,Nisha Natural Black ,Mehandi,1 pkt,15,http://143.110.186.55:8080/vf-api/android/productImage/Nisha Natural Black/jpg,nisha natural black  mehandi,yes
1991,Godrej Nupur Henna ,Mehandi,1 pkt,15,http://143.110.186.55:8080/vf-api/android/productImage/Godrej Nupur Henna/jpg,godrej nupur henna  mehandi,yes
1992,Streax Insta Natural Black,Mehandi,1 pkt,20,http://143.110.186.55:8080/vf-api/android/productImage/Streax Insta/jpg,streax insta natural black mehandi,yes
1993,Indica Natural Black,Mehandi,1 Box,160,http://143.110.186.55:8080/vf-api/android/productImage/Indica Natural Black/jpg,indica natural black mehandi,yes
1994,Harpic Bathroom Cleaner Lemon,Toilet & Floor Cleaner,500 ml,99,http://143.110.186.55:8080/vf-api/android/productImage/Harpic Bathroom Cleaner/jpg,harpic bathroom cleaner lemon toilet & floor cleaner,yes
1995,Lizol Floral ,Toilet & Floor Cleaner,200 ml,38,http://143.110.186.55:8080/vf-api/android/productImage/Lizol Floral/jpeg,lizol floral  toilet & floor cleaner,yes
1996,Lizol Citrus,Toilet & Floor Cleaner,200 ml,38,http://143.110.186.55:8080/vf-api/android/productImage/Lizol Citrus/jpg,lizol citrus toilet & floor cleaner,yes
1997,Lizol Citrus,Toilet & Floor Cleaner,500 ml,98,http://143.110.186.55:8080/vf-api/android/productImage/Lizol Citrus/jpg,lizol citrus toilet & floor cleaner,yes
1998,Lizol Floral ,Toilet & Floor Cleaner,500 ml,103,http://143.110.186.55:8080/vf-api/android/productImage/Lizol Floral/jpeg,lizol floral  toilet & floor cleaner,yes
1999,Lizol Jasmine,Toilet & Floor Cleaner,500 ml,98,http://143.110.186.55:8080/vf-api/android/productImage/Lizol Jasmine/jpg,lizol jasmine toilet & floor cleaner,yes
2000,Dettol Antiseptic Liquid ,Toilet & Floor Cleaner,250 ml,116,http://143.110.186.55:8080/vf-api/android/productImage/Dettol Antiseptic Liquid/jpg,dettol antiseptic liquid  toilet & floor cleaner,yes
2001,Nivea Men Dark Spot,Face Wash,50 gm,99,http://143.110.186.55:8080/vf-api/android/productImage/Nivea Men Dark Spot/jpg,nivea men dark spot face wash,yes
2002,Nivea Men Oil Control,Face Wash,50 gm,99,http://143.110.186.55:8080/vf-api/android/productImage/Nivea Men Oil Control/png,nivea men oil control face wash,yes
2003,Garnier Men Acno Fight,Face Wash,50 gm,99,http://143.110.186.55:8080/vf-api/android/productImage/Garnier Men Acno Fight/jpeg,garnier men acno fight face wash,yes
2004,Garnier Men Turbo Bright,Face Wash,50 gm,99,http://143.110.186.55:8080/vf-api/android/productImage/Garnier Men Turbo Bright/jpg,garnier men turbo bright face wash,yes
2005,Pond's Pure Detox,Face Wash,50 gm,99,http://143.110.186.55:8080/vf-api/android/productImage/Ponds Pure Detox/jpg,pond's pure detox face wash,yes
2011,Clinic Plus+,Shampoo & Conditioner,1 pkt,1,http://143.110.186.55:8080/vf-api/android/productImage/Clinic Plus +/jpeg,clinic plus+ shampoo & conditioner,yes
2012,Dove Hair Fall Rescue Shampoo,Shampoo & Conditioner,80 ml,68,http://143.110.186.55:8080/vf-api/android/productImage/Dove Hair Fall Rescue/jpg,dove hair fall rescue shampoo shampoo & conditioner,yes
2013,Dove Dryness Care Shampoo,Shampoo & Conditioner,80 ml,68,http://143.110.186.55:8080/vf-api/android/productImage/Dove Dryness Care/jpg,dove dryness care shampoo shampoo & conditioner,yes
2014,Dove Dandruff Care ,Shampoo & Conditioner,80 ml,71,http://143.110.186.55:8080/vf-api/android/productImage/Dove Anti Dandruff/jpg,dove dandruff care  shampoo & conditioner,yes
2015,Dove Intense Repair,Shampoo & Conditioner,80 ml,68,http://143.110.186.55:8080/vf-api/android/productImage/Dove Intense Repair/jpg,dove intense repair shampoo & conditioner,yes
2016,Dove Dryness Care Conditioner,Shampoo & Conditioner,80 ml,90,http://143.110.186.55:8080/vf-api/android/productImage/Dove Dryness Care Conditioner/jpg,dove dryness care conditioner shampoo & conditioner,yes
2017,Dove Intense Repair ,Shampoo & Conditioner,75 ml,90,http://143.110.186.55:8080/vf-api/android/productImage/Dove Intense Repair/jpg,dove intense repair  shampoo & conditioner,yes
2018,Clinic Plus Strong & Long,Shampoo & Conditioner,80 ml,52,http://143.110.186.55:8080/vf-api/android/productImage/Clinic Plus/jpg,clinic plus strong & long shampoo & conditioner,yes
2019,TRESemme ,Shampoo & Conditioner,85 ml,55,http://143.110.186.55:8080/vf-api/android/productImage/TRESemme/jpg,tresemme  shampoo & conditioner,yes
2020,TRESemme Keratin Smooth,Shampoo & Conditioner,85 ml,70,http://143.110.186.55:8080/vf-api/android/productImage/TRESemme Keratin Sooth/jpg,tresemme keratin smooth shampoo & conditioner,yes
2021,Sunsilk Black & Shine,Shampoo & Conditioner,80 ml,58,http://143.110.186.55:8080/vf-api/android/productImage/Sunsilk Shampoo/jpg,sunsilk black & shine shampoo & conditioner,yes
2022,KS Spark  Deo,Deo,150 ml,142,http://143.110.186.55:8080/vf-api/android/productImage/KS SPARK/jpeg,ks spark  deo deo,yes
2023,Chilli Powder ,Spices,100 gm,33,http://143.110.186.55:8080/vf-api/android/productImage/Chilli Powder/jpg,chilli powder  spices,yes
2024,Chilli Powder ,Spices,200 gm,64,http://143.110.186.55:8080/vf-api/android/productImage/Chilli Powder/jpg,chilli powder  spices,yes
2025,Chilli Powder ,Spices,500 gm,158,http://143.110.186.55:8080/vf-api/android/productImage/Chilli Powder/jpg,chilli powder  spices,yes
2026,Coriander Powder ,Spices,100 gm,30,http://143.110.186.55:8080/vf-api/android/productImage/Coriander Powder/jpg,coriander powder  spices,yes
2027,Coriander Powder ,Spices,200 gm,52,http://143.110.186.55:8080/vf-api/android/productImage/Coriander Powder/jpg,coriander powder  spices,yes
2028,Coriander Powder ,Spices,500 gm,150,http://143.110.186.55:8080/vf-api/android/productImage/Coriander Powder/jpg,coriander powder  spices,yes
2029,Turmeric Powder,Spices,100 gm,28,http://143.110.186.55:8080/vf-api/android/productImage/Turmeric Powder/jpg,turmeric powder spices,yes
2030,Turmeric Powder,Spices,200 gm,55,http://143.110.186.55:8080/vf-api/android/productImage/Turmeric Powder/jpg,turmeric powder spices,yes
2031,Turmeric Powder,Spices,50 gm,14,http://143.110.186.55:8080/vf-api/android/productImage/Turmeric Powder/jpg,turmeric powder spices,yes
2032,Goda Masala,Spices,50 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Goda Masala/jpg,goda masala spices,yes
2033,Goda Masala,Spices,100 gm,49,http://143.110.186.55:8080/vf-api/android/productImage/Goda Masala/jpg,goda masala spices,yes
2034,Goda Masala,Spices,200 gm,96,http://143.110.186.55:8080/vf-api/android/productImage/Goda Masala/jpg,goda masala spices,yes
2035,Jeera Powder,Spices,50 gm,19,http://143.110.186.55:8080/vf-api/android/productImage/Jeera Powder/jpg,jeera powder spices,yes
2036,Jeera Powder,Spices,100 gm,37,http://143.110.186.55:8080/vf-api/android/productImage/Jeera Powder/jpg,jeera powder spices,yes
2037,Parachute Hair Oil ,Hair Oil,100 ml,38,http://143.110.186.55:8080/vf-api/android/productImage/Parachute Hair Oil/jpg,parachute hair oil  hair oil,yes
2038,Parle G Biscuit 110gm,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Parle G/jpg,"parle g biscuit 110gm biscuits ,cookies & chocolates",yes
2039,Parle G Biscuit 250gm,"Biscuits ,Cookies & Chocolates",1 pkt,22,http://143.110.186.55:8080/vf-api/android/productImage/Parle G/jpg,"parle g biscuit 250gm biscuits ,cookies & chocolates",yes
2040,Parle G Gold 100gm,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Parle G Gold/jpeg,"parle g gold 100gm biscuits ,cookies & chocolates",yes
2041,Parle G Gold 500gm,"Biscuits ,Cookies & Chocolates",1 pkt,65,http://143.110.186.55:8080/vf-api/android/productImage/Parle G Gold/jpeg,"parle g gold 500gm biscuits ,cookies & chocolates",yes
2042,Monaco Biscuit,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Monaco/jpg,"monaco biscuit biscuits ,cookies & chocolates",yes
2043,Monaco Biscuit 200gm,"Biscuits ,Cookies & Chocolates",1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Monaco 200gm/jpg,"monaco biscuit 200gm biscuits ,cookies & chocolates",yes
2044,Krack Jack Biscuit,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Crack Jack 5 Rs/jpg,"krack jack biscuit biscuits ,cookies & chocolates",yes
2045,Crack Jack 200gm,"Biscuits ,Cookies & Chocolates",1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Crack Jack/jpg,"crack jack 200gm biscuits ,cookies & chocolates",yes
2046,Treat Jimjam Biscuit,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Treat Jimjam/jpg,"treat jimjam biscuit biscuits ,cookies & chocolates",yes
2047,Dark Fantasy Bourbon ,"Biscuits ,Cookies & Chocolates",1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Dark Fantansy Choco Fills/jpg,"dark fantasy bourbon  biscuits ,cookies & chocolates",yes
2048,Britania Marie Gold 250gm,"Biscuits ,Cookies & Chocolates",1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Marie Gold/jpg,"britania marie gold 250gm biscuits ,cookies & chocolates",yes
2049,Britania Nutri Choice Digestive 100gm,"Biscuits ,Cookies & Chocolates",1 pkt,25,http://143.110.186.55:8080/vf-api/android/productImage/Nutri Choce/jpg,"britania nutri choice digestive 100gm biscuits ,cookies & chocolates",yes
2050,Cadbury Celebrations 118.6gm,"Biscuits ,Cookies & Chocolates",1 pkt,100,http://143.110.186.55:8080/vf-api/android/productImage/Cadbury Celebrations/jpg,"cadbury celebrations 118.6gm biscuits ,cookies & chocolates",yes
2051,Good Day Cashew Cookies 60gm,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Good Day Cashew Cookies/jpg,"good day cashew cookies 60gm biscuits ,cookies & chocolates",yes
2052,Good Day Butter Cookies 50gm,"Biscuits ,Cookies & Chocolates",1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Good Day Butter Choice/jpg,"good day butter cookies 50gm biscuits ,cookies & chocolates",yes
2053,fortune soya chunks,Grains & Legumes,225 gm,55,http://143.110.186.55:8080/vf-api/android/productImage/Fortune soya chunks/jpg,fortune soya chunks grains & legumes,yes
2054,Good Day Cashew Cookies 200gm,"Biscuits ,Cookies & Chocolates",1 pkt,40,http://143.110.186.55:8080/vf-api/android/productImage/Good Day Cashew Cookies/jpg,"good day cashew cookies 200gm biscuits ,cookies & chocolates",yes
2055,nutrella soya chunks,Grains & Legumes,220 gm,60,http://143.110.186.55:8080/vf-api/android/productImage/nutrella soya chunk/jpg,nutrella soya chunks grains & legumes,yes
2056,Fortune Besan,Grains & Legumes,1 kg,140,http://143.110.186.55:8080/vf-api/android/productImage/fortune besan/jpg,fortune besan grains & legumes,yes
2057,India Gate Basmati Rice,Grains & Legumes,1 kg,182,http://143.110.186.55:8080/vf-api/android/productImage/india gate basmati rice/jfif,india gate basmati rice grains & legumes,yes
2058,Hide and Seek 120gm,"Biscuits ,Cookies & Chocolates",1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Hide and Seek/jpg,"hide and seek 120gm biscuits ,cookies & chocolates",yes
2059,Britania Nutri Choice Digestive 200gm,"Biscuits ,Cookies & Chocolates",1 gm,45,http://143.110.186.55:8080/vf-api/android/productImage/Nutri Choce/jpg,"britania nutri choice digestive 200gm biscuits ,cookies & chocolates",yes
2060,Maggi Noodles 70 gm pkt,Instant Foods,1 pkt,12,http://143.110.186.55:8080/vf-api/android/productImage/maggi/jfif,maggi noodles 70 gm pkt instant foods,yes
2061,maggi Noodles 140gm pkt,Instant Foods,1 pkt,24,http://143.110.186.55:8080/vf-api/android/productImage/maggi/jfif,maggi noodles 140gm pkt instant foods,yes
2062,Maggi Noodles 280gm pkt,Instant Foods,1 pkt,48,http://143.110.186.55:8080/vf-api/android/productImage/maggi/jfif,maggi noodles 280gm pkt instant foods,yes
2063,Yippee Noodles 405 gms,Instant Foods,1 pkt,72,http://143.110.186.55:8080/vf-api/android/productImage/Yippi Noodles/jfif,yippee noodles 405 gms instant foods,yes
2064,Yippee Noodles 70gms,Instant Foods,1 pkt,12,http://143.110.186.55:8080/vf-api/android/productImage/Yippi Noodles/jfif,yippee noodles 70gms instant foods,yes
2065,Sunflower Vanaspati Ghee ,Cooking Oil,1 ltr,185,http://143.110.186.55:8080/vf-api/android/productImage/Sunflower Vanaspati ghee/jpg,sunflower vanaspati ghee  cooking oil,yes
2066,Sunflower Vanaspati Ghee ,Cooking Oil,500 ml,95,http://143.110.186.55:8080/vf-api/android/productImage/Sunflower Vanaspati ghee/jpg,sunflower vanaspati ghee  cooking oil,yes
2067,Colgate Zigzag ToothBrush ,Toothbrush & Toothpaste,1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Colgate Zigzag ToothBrush/jpg,colgate zigzag toothbrush  toothbrush & toothpaste,yes
2068,Veg Hakka Noodles 300 gms,Instant Foods,1 gm,70,http://143.110.186.55:8080/vf-api/android/productImage/veg Hakka Noodles/jpg,veg hakka noodles 300 gms instant foods,yes
2069,Bournvita 500gm,Health Drinks,1 pkt,209,http://143.110.186.55:8080/vf-api/android/productImage/Bournvita/jpg,bournvita 500gm health drinks,yes
2070,Complan 200gm,Health Drinks,1 pkt,125,http://143.110.186.55:8080/vf-api/android/productImage/Complan/jpg,complan 200gm health drinks,yes
2071,Horlicks Chocolate 500gm,Health Drinks,1 pkt,211,http://143.110.186.55:8080/vf-api/android/productImage/Horlicks Chocolate/png,horlicks chocolate 500gm health drinks,yes
2072,Johnson Baby Powder ,Face Powder,100 gm,80,http://143.110.186.55:8080/vf-api/android/productImage/Johnson Baby Powder/jpg,johnson baby powder  face powder,yes
2073,Himalaya Baby Powder ,Face Powder,100 gm,72,http://143.110.186.55:8080/vf-api/android/productImage/Himalaya Baby Powder/jpg,himalaya baby powder  face powder,yes
2074,Himalaya Anti Dandruff Shampoo,Shampoo & Conditioner,80 ml,62,http://143.110.186.55:8080/vf-api/android/productImage/Himalaya Anti Dandruff Shampoo/jpg,himalaya anti dandruff shampoo shampoo & conditioner,yes
2075,Cinthol Talk Powder ,Face Powder,1 Box,135,http://143.110.186.55:8080/vf-api/android/productImage/Cinthol Powder/jpg,cinthol talk powder  face powder,yes
2076,Vim Lemon Bar ,Dish Wash,300 gm,25,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon Bar/jpg,vim lemon bar  dish wash,yes
2077,Expert Bar( Pack of 4),Dish Wash,1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Expert Dish Bar/jpg,expert bar( pack of 4) dish wash,yes
2078,Suruchi Kasuri Methi ,Spices,100 gm,60,http://143.110.186.55:8080/vf-api/android/productImage/Suruchi Kasturi Methi/jpg,suruchi kasuri methi  spices,yes
2079,Pushp Kasuri Methi ,Spices,100 gm,58,http://143.110.186.55:8080/vf-api/android/productImage/Pushp Kasturi Methi/jpg,pushp kasuri methi  spices,yes
2080,Parachute Hair Oil ,Hair Oil,100 ml,38,http://143.110.186.55:8080/vf-api/android/productImage/Parachute Hair Oil/jpg,parachute hair oil  hair oil,yes
2081,Kisan Jam Mix Fruits ,Sauces & Ketchup,200 gm,68,http://143.110.186.55:8080/vf-api/android/productImage/Kisan Jam Mix Fruits/jpg,kisan jam mix fruits  sauces & ketchup,yes
2082,Maggi Rich Tomato ,Sauces & Ketchup,500 gm,150,http://143.110.186.55:8080/vf-api/android/productImage/Rich Tomato Ketchup/jpg,maggi rich tomato  sauces & ketchup,yes
2083,Maggi Rich Tomato ,Sauces & Ketchup,200 gm,62,http://143.110.186.55:8080/vf-api/android/productImage/Rich Tomato Ketchup/jpg,maggi rich tomato  sauces & ketchup,yes
2084,Green Chilli Sauce 680gm,Sauces & Ketchup,1 Bottle,85,http://143.110.186.55:8080/vf-api/android/productImage/Green Chilli Sauce/jpg,green chilli sauce 680gm sauces & ketchup,yes
2085,Chilli Sauce 680gm,Sauces & Ketchup,1 Bottle,85,http://143.110.186.55:8080/vf-api/android/productImage/Red Chilli Sauce/jpg,chilli sauce 680gm sauces & ketchup,yes
2086,Chings Dark Soy Sauce 750gm,Sauces & Ketchup,1 Bottle,85,http://143.110.186.55:8080/vf-api/android/productImage/Chings Dark Soy Sauce/jpg,chings dark soy sauce 750gm sauces & ketchup,yes
2087,Ujala Classic Vinegar 650g,Sauces & Ketchup,1 Bottle,65,http://143.110.186.55:8080/vf-api/android/productImage/Ujala Classic Vinegar/jpg,ujala classic vinegar 650g sauces & ketchup,yes
2088,Ezee Liquid Detergent ,Cloth Wash,235 ml,57,http://143.110.186.55:8080/vf-api/android/productImage/Ezee Liquid Detergent/jpeg,ezee liquid detergent  cloth wash,yes
2089,Cadbury Celebrations 62.2g,"Biscuits ,Cookies & Chocolates",1 pkt,50,http://143.110.186.55:8080/vf-api/android/productImage/Cadbury Celebrations/jpg,"cadbury celebrations 62.2g biscuits ,cookies & chocolates",yes
2090,Pril Lime Grease Fighter 155ml,Dish Wash,1 pkt,20,http://143.110.186.55:8080/vf-api/android/productImage/Pril Lime Grease Fighter/jpg,pril lime grease fighter 155ml dish wash,yes
2091,Comfort Morning Fresh ,Cloth Wash,220 ml,58,http://143.110.186.55:8080/vf-api/android/productImage/Comfort Morning Fresh/jpg,comfort morning fresh  cloth wash,yes
2092,Nivea Floral Touch,Deo,150 ml,209,http://143.110.186.55:8080/vf-api/android/productImage/Nivea Floral Touch/jpg,nivea floral touch deo,yes
2093,Nivea Smooth Skin,Deo,150 ml,225,http://143.110.186.55:8080/vf-api/android/productImage/Nivea Smooth Skin/jpg,nivea smooth skin deo,yes
2094,Nivea Fresh Natural ,Deo,150 ml,199,http://143.110.186.55:8080/vf-api/android/productImage/Nivea Fresh Natural/jpg,nivea fresh natural  deo,yes
2095,L'Oreal Paris Shampoo,Shampoo & Conditioner,82 ml,65,http://143.110.186.55:8080/vf-api/android/productImage/L'Oreal Shampoo Total Repair/jpg,l'oreal paris shampoo shampoo & conditioner,yes
2096,L'Oreal Paris Pouch 7.5ml,Shampoo & Conditioner,1 pkt,4,http://143.110.186.55:8080/vf-api/android/productImage/L'Oreal Shampoo/jpg,l'oreal paris pouch 7.5ml shampoo & conditioner,yes
2097,Sunsilk Black & Shine Pouch,Shampoo & Conditioner,1 ml,1,http://143.110.186.55:8080/vf-api/android/productImage/Sunsilk Black & Shine shampoo/jpg,sunsilk black & shine pouch shampoo & conditioner,yes
2098,Set Wet Global Edition ,Deo,120 ml,250,http://143.110.186.55:8080/vf-api/android/productImage/Set Wet Global Edition/jpg,set wet global edition  deo,yes
2099,TRESemme Shampoo,Shampoo & Conditioner,1 pkt,0,http://143.110.186.55:8080/vf-api/android/productImage/TRESemme Shampoo/jpg,tresemme shampoo shampoo & conditioner,yes
2100,Vim Lemon Bar ,Dish Wash,500 ml,99,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon Bar Pouch/jpg,vim lemon bar  dish wash,yes
2101,Vim Lemon Bar ,Dish Wash,250 ml,49,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon Bar Pouch/jpg,vim lemon bar  dish wash,yes
2102,Vim Lemon ,Dish Wash,750 ml,185,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon/jpg,vim lemon  dish wash,yes
2103,Vim Lemon ,Dish Wash,500 ml,115,http://143.110.186.55:8080/vf-api/android/productImage/Vim Lemon Liquid/jpg,vim lemon  dish wash,yes
2104,PediaSure Health Drink,Health Drinks,400 gm,565,http://143.110.186.55:8080/vf-api/android/productImage/PediaSure Chocolate Drink/jpg,pediasure health drink health drinks,yes
2105,Pantene ,Shampoo & Conditioner,75 ml,60,http://143.110.186.55:8080/vf-api/android/productImage/Pantene/jpg,pantene  shampoo & conditioner,yes
2106,Suruchi Hing 22gm,Spices,1 Box,55,http://143.110.186.55:8080/vf-api/android/productImage/Suruchi Hing/jpg,suruchi hing 22gm spices,yes
2107,Bournvita 200gm,Health Drinks,1 box,110,http://143.110.186.55:8080/vf-api/android/productImage/Bournvita 200gm/jpg,bournvita 200gm health drinks,yes
2108,Colin Glass Cleaner ,Toilet & Floor Cleaner,500 ml,93,http://143.110.186.55:8080/vf-api/android/productImage/Colin Glass Cleaner/jpg,colin glass cleaner  toilet & floor cleaner,yes
2109,Odonil Air Freshner Combo Pack ,Room Freshener,1 Box,150,http://143.110.186.55:8080/vf-api/android/productImage/Odonil Air Freshner/jpg,odonil air freshner combo pack  room freshener,yes
2110,Godrej Aer Power pack ,Room Freshener,1 pkt,55,http://143.110.186.55:8080/vf-api/android/productImage/Godrej Aer power pocket/jpg,godrej aer power pack  room freshener,yes
2111,Ginni Wheat Daliya 500gm,Grains & Legumes,1 pkt,37,http://143.110.186.55:8080/vf-api/android/productImage/Ginni Wheat Daliya/jpg,ginni wheat daliya 500gm grains & legumes,yes
2112,Varalaxmi Sabudana 500gm,Grains & Legumes,1 pkt,72,http://143.110.186.55:8080/vf-api/android/productImage/Varalaxmi Sabudana/jpg,varalaxmi sabudana 500gm grains & legumes,yes
2113,Lijjat Moong Papad 200gm,Grains & Legumes,1 pkt,64,http://143.110.186.55:8080/vf-api/android/productImage/Lijjat Moong Papad/jpg,lijjat moong papad 200gm grains & legumes,yes
2114,Saffola Masala Oats 30gm,Instant Foods,1 pkt,15,http://143.110.186.55:8080/vf-api/android/productImage/Saffola Masala Oats/jpg,saffola masala oats 30gm instant foods,yes
2115,Ajit Classic Khari 70gm,Rusk & Khari,1 pkt,20,http://143.110.186.55:8080/vf-api/android/productImage/Classic Khari/jpg,ajit classic khari 70gm rusk & khari,yes
2116,Ruck Classic Toast 75gm,Rusk & Khari,1 pkt,10,http://143.110.186.55:8080/vf-api/android/productImage/Rusky Classic Toast/jpg,ruck classic toast 75gm rusk & khari,yes
2117,Rusky Milk Toast 150gm,Rusk & Khari,1 pkt,25,http://143.110.186.55:8080/vf-api/android/productImage/Rusky Milk Toast/jpg,rusky milk toast 150gm rusk & khari,yes
2118,Rusky Elaichi Toast 250gm,Rusk & Khari,1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Rusky Elaichi Toast/jpg,rusky elaichi toast 250gm rusk & khari,yes
2119,Rusky Atta Toast 250gm,Rusk & Khari,1 pkt,35,http://143.110.186.55:8080/vf-api/android/productImage/Rusky Atta Toast/jpg,rusky atta toast 250gm rusk & khari,yes
2120,Eggs,Eggs & Breads ,6 pcs,36,http://143.110.186.55:8080/vf-api/android/productImage/White eggs/jpg,eggs eggs & breads ,yes
2121,Dark Fantasy Bourbon 150gm,"Biscuits ,Cookies & Chocolates",1 pkt,30,http://143.110.186.55:8080/vf-api/android/productImage/Dark Fantasy Bourbon/jpg,"dark fantasy bourbon 150gm biscuits ,cookies & chocolates",yes
2123,Jaggery 1 kg,Salt & Sugar,1 kg,80,http://143.110.186.55:8080/vf-api/android/productImage/jaggery/jpg,jaggery 1 kg salt & sugar,yes
2125,Puffed Rice/Murmura,Instant Foods,500 gm,60,http://143.110.186.55:8080/vf-api/android/productImage/Puffed-Rice/jpg,puffed rice/murmura instant foods,yes
2126,Kellogg's Corn Flaks Original,Instant Foods,100 gm,45,http://143.110.186.55:8080/vf-api/android/productImage/Kelloggs-Original/jpg,kellogg's corn flaks original instant foods,yes
2127,Puffed Rice/ Murmura,Instant Foods,200 gm,35,http://143.110.186.55:8080/vf-api/android/productImage/Puffed-Rice/jpg,puffed rice/ murmura instant foods,yes
2128,Kellogg's Chocos 100gms,Instant Foods,1 pkt,60,http://143.110.186.55:8080/vf-api/android/productImage/chocos/jfif,kellogg's chocos 100gms instant foods,yes
2129,Maggie Masala Pazzta Penne 65 gm,Snacks ,1 gm,28,http://143.110.186.55:8080/vf-api/android/productImage/maggie pazzta/jfif,maggie masala pazzta penne 65 gm snacks ,yes
2130,Maggie Pazzta Macaroni 70 gm,Snacks ,1 pkt,28,http://143.110.186.55:8080/vf-api/android/productImage/PAZZTA MACCARONI/jpg,maggie pazzta macaroni 70 gm snacks ,yes
